sag	metagenome	Percent_scaffolds_with_any_coverage	Percent_of_reference_bases_covered	Average_coverage	total_reads_recruited	total_bp_recruited	mg_wgs_technology	mg_read_count	mg_bp_count	sag_completeness	sag_total_bp	sag_size_mbp	MG_reads_per_SAG_mbp	MG_bp_per_SAG_mpb	prop_total_MG_reads_recruited_per_SAG_mbp	prop_total_MG_bp_recruited_per_SAG_mbp
AC-312-F10	TARA_145_meso590	100	31.52722791	1.767630484	19906	3198954	illumina	145458355	24282809910	51.42	1411085	1.411085	14106.87521	2267017.224	9.70E-05	9.34E-05
AC-312-F10	TARA_145_sur5	100	2.108904844	0.035772364	133	20747	illumina	101098116	17443667348	51.42	1411085	1.411085	94.25371257	14702.87049	9.32E-07	8.43E-07
AC-312-F10	TARA_146_sur5	100	0.487528928	0.020839491	33	4544	illumina	149650203	25075871701	51.42	1411085	1.411085	23.38625951	3220.217067	1.56E-07	1.28E-07
AC-312-F10	TARA_148b_meso250	100	3.605314342	0.063060039	164	25209	illumina	139942627	23450798350	51.42	1411085	1.411085	116.222623	17864.97624	8.31E-07	7.62E-07
AC-312-F10	TARA_149_meso740	100	24.2262297	1.639679509	19125	3014352	illumina	168362039	27617845794	51.42	1411085	1.411085	13553.4004	2136194.489	8.05E-05	7.73E-05
AC-312-F10	TARA_152_meso800	100	20.72953001	1.257352468	13686	2225330	illumina	146744865	24917975360	51.42	1411085	1.411085	9698.919626	1577034.693	6.61E-05	6.33E-05
AC-312-F10	TARA_152_sur5	100	0.910961346	0.017087396	31	4591	illumina	109702890	18911511744	51.42	1411085	1.411085	21.96891045	3253.52477	2.00E-07	1.72E-07
AC-649-C23	TARA_037_meso600	100	5.096271767	0.060447577	145	23094	illumina	138119151	22754587258	28.51	414402	0.414402	349.9017862	55728.49552	2.53E-06	2.45E-06
AC-649-C23	TARA_038_dcm25	100	0.721314286	0.011866337	8	1346	illumina	141302282	23950322584	28.51	414402	0.414402	19.30492613	3248.053822	1.37E-07	1.36E-07
AC-649-C23	TARA_038_meso340	100	3.777461951	0.049209168	101	16205	illumina	48385424	8135002325	28.51	414402	0.414402	243.7246924	39104.541	5.04E-06	4.81E-06
AC-649-C23	TARA_038_sur5	0	0	0	0	0	illumina	82081994	13385266487	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_039_dcm25	0	0	0	0	0	illumina	111717200	19513424647	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_039_meso270	100	1.096074533	0.014645175	18	2903	illumina	75320999	12548073144	28.51	414402	0.414402	43.4360838	7005.275071	5.77E-07	5.58E-07
AC-649-C23	TARA_056_meso480	100	4.154582959	0.052453778	105	17697	illumina	7843247	1344874326	28.51	414402	0.414402	253.3771555	42704.90973	3.23E-05	3.18E-05
AC-649-C23	TARA_056_sur5	100	1.179248012	0.022665454	7	1015	illumina	152687351	23444662018	28.51	414402	0.414402	16.89181037	2449.312503	1.11E-07	1.04E-07
AC-649-C23	TARA_064_dcm65	100	2.1617583	0.040906618	58	9798	illumina	55540498	9333215406	28.51	414402	0.414402	139.9607145	23643.70828	2.52E-06	2.53E-06
AC-649-C23	TARA_064_meso1000	100	67.61158124	2.66469257	6916	1132885	illumina	53130556	8833433215	28.51	414402	0.414402	16689.10864	2733782.655	0.000314115	0.000309481
AC-649-C23	TARA_064_sur5	100	3.245652279	0.052750893	89	14545	illumina	180390803	29737694236	28.51	414402	0.414402	214.7673032	35098.76883	1.19E-06	1.18E-06
AC-649-C23	TARA_065_dcm30	100	21.45482097	0.29675538	807	117318	illumina	116376549	17034924575	28.51	414402	0.414402	1947.384424	283101.9155	1.67E-05	1.66E-05
AC-649-C23	TARA_065_meso850	100	85.34827437	14.70905043	37899	6139892	illumina	155155053	25486549814	28.51	414402	0.414402	91454.67445	14816270.19	0.000589441	0.000581337
AC-649-C23	TARA_065_sur5	100	13.15152714	0.186488087	399	66730	illumina	54078421	9129901435	28.51	414402	0.414402	962.833191	161027.2151	1.78E-05	1.76E-05
AC-649-C23	TARA_068_dcm50	100	18.76871551	0.262238805	646	105943	illumina	31643656	5296515678	28.51	414402	0.414402	1558.872785	255652.7237	4.93E-05	4.83E-05
AC-649-C23	TARA_068_meso700	100	82.60522309	11.89618535	31639	5052060	illumina	142556679	23108080669	28.51	414402	0.414402	76348.56975	12191205.64	0.000535566	0.000527573
AC-649-C23	TARA_068_sur5	100	24.56367677	0.340323786	844	137489	illumina	36575555	6041514521	28.51	414402	0.414402	2036.669707	331776.8737	5.57E-05	5.49E-05
AC-649-C23	TARA_070_meso800	100	27.44836872	0.496359839	1120	182649	illumina	93983693	15695870172	28.51	414402	0.414402	2702.689659	440753.1817	2.88E-05	2.81E-05
AC-649-C23	TARA_070_sur5	100	2.871063557	0.045726364	64	10488	illumina	47683276	7832023665	28.51	414402	0.414402	154.4394091	25308.75816	3.24E-06	3.23E-06
AC-649-C23	TARA_072_dcm100	100	4.936367142	0.049180328	2	255	illumina	44872083	7471788986	28.51	414402	0.414402	4.826231534	615.3445205	1.08E-07	8.24E-08
AC-649-C23	TARA_072_meso800	100	13.78611313	0.183656617	420	69474	illumina	79019269	13213103814	28.51	414402	0.414402	1013.508622	167648.8048	1.28E-05	1.27E-05
AC-649-C23	TARA_072_sur5	0	0	0	0	0	illumina	145316423	24299611193	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_076_dcm150	100	2.480536744	0.044074721	71	11258	illumina	134347028	21691680098	28.51	414402	0.414402	171.3312194	27166.8573	1.28E-06	1.25E-06
AC-649-C23	TARA_076_meso800	100	46.22287533	1.279846699	3218	521092	illumina	158117154	26146280939	28.51	414402	0.414402	7765.406538	1257455.321	4.91E-05	4.81E-05
AC-649-C23	TARA_076_sur5	0	0	0	0	0	illumina	120202409	20779090899	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_078_dcm30	100	58.14313188	1.805142358	4211	696112	illumina	119191753	19936478597	28.51	414402	0.414402	10161.63049	1679798.843	8.53E-05	8.43E-05
AC-649-C23	TARA_078_meso800	100	63.00210651	2.689898931	6863	1127891	illumina	112306318	18704213213	28.51	414402	0.414402	16561.21351	2721731.555	0.000147465	0.000145514
AC-649-C23	TARA_078_sur5	100	0.652765186	0.009640083	2	322	illumina	108109233	18314683605	28.51	414402	0.414402	4.826231534	777.0232769	4.46E-08	4.24E-08
AC-649-C23	TARA_085_dcm90	0	0	0	0	0	illumina	137365648	22760974137	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_085_meso790	100	1.336276674	0.128237512	37	5216	illumina	53916241	9042728173	28.51	414402	0.414402	89.28528337	12586.81184	1.66E-06	1.39E-06
AC-649-C23	TARA_085_sur5	0	0	0	0	0	illumina	135557491	22075354517	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_098_dcm188	100	0.690692179	0.011145495	9	1408	illumina	80654027	12718401274	28.51	414402	0.414402	21.7180419	3397.667	2.69E-07	2.67E-07
AC-649-C23	TARA_098_meso488	100	65.71837396	2.490071058	6345	1063707	illumina	130074900	22116614177	28.51	414402	0.414402	15311.21954	2566848.133	0.000117711	0.00011606
AC-649-C23	TARA_098_sur5	0	0	0	0	0	illumina	58754158	9878421999	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_100_dcm50	100	5.189176381	0.063533245	137	23284	illumina	97721533	16791532790	28.51	414402	0.414402	330.5968601	56186.98751	3.38E-06	3.35E-06
AC-649-C23	TARA_100_meso177	100	3.319753124	0.068149635	105	16735	illumina	102820276	16954852299	28.51	414402	0.414402	253.3771555	40383.49236	2.46E-06	2.38E-06
AC-649-C23	TARA_100_sur5	0	0	0	0	0	illumina	80127198	13462086673	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_102_dcm40	0	0	0	0	0	illumina	107258179	18294105975	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_102_meso480	100	49.02432021	1.183973351	3017	490864	illumina	43477634	7205571441	28.51	414402	0.414402	7280.370268	1184511.658	0.000167451	0.000164388
AC-649-C23	TARA_102_sur5	0	0	0	0	0	illumina	38887246	6713889375	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_109_dcm30	0	0	0	0	0	illumina	61935894	10500244075	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_109_meso380	100	69.5873117	4.762211613	11644	1960485	illumina	99309480	16993100177	28.51	414402	0.414402	28098.31999	4730877.264	0.000282937	0.0002784
AC-649-C23	TARA_109_sur5	0	0	0	0	0	illumina	132166824	22552517702	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_110_dcm50	100	1.718175924	0.017058769	2	316	illumina	18372038	3073513779	28.51	414402	0.414402	4.826231534	762.5445823	2.63E-07	2.48E-07
AC-649-C23	TARA_110_meso380	100	56.50352654	1.657962055	4117	668297	illumina	173735893	28577987883	28.51	414402	0.414402	9934.797612	1612678.028	5.72E-05	5.64E-05
AC-649-C23	TARA_110_sur5	0	0	0	0	0	illumina	148566602	24357936696	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_111_dcm90	100	0.500858615	0.006139654	5	870	illumina	27250868	4601869512	28.51	414402	0.414402	12.06557883	2099.410717	4.43E-07	4.56E-07
AC-649-C23	TARA_111_sur5	0	0	0	0	0	illumina	171989566	27809439741	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_112_dcm155	100	0.475684354	0.006599556	5	809	illumina	166203379	27843604685	28.51	414402	0.414402	12.06557883	1952.210655	7.26E-08	7.01E-08
AC-649-C23	TARA_112_meso696	100	39.08582652	0.731519318	1852	310308	illumina	78872644	13436760795	28.51	414402	0.414402	4469.0904	748809.1274	5.67E-05	5.57E-05
AC-649-C23	TARA_112_sur5	100	0.846608556	0.008416412	1	168	illumina	176654942	28914336851	28.51	414402	0.414402	2.413115767	405.4034488	1.37E-08	1.40E-08
AC-649-C23	TARA_122_dcm115	100	0.720810425	0.016258199	2	331	illumina	120646849	20609375649	28.51	414402	0.414402	4.826231534	798.7413188	4.00E-08	3.88E-08
AC-649-C23	TARA_122_meso600a	100	48.09605505	0.795902709	2028	343350	illumina	36981575	6358511239	28.51	414402	0.414402	4893.798775	828543.2985	0.000132331	0.000130305
AC-649-C23	TARA_122_meso600b	100	50.1719233	0.822581061	2109	357115	illumina	37639227	6469731487	28.51	414402	0.414402	5089.261152	861759.8371	0.000135212	0.000133199
AC-649-C23	TARA_122_sur5	0	0	0	0	0	illumina	128494301	21643581950	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_123_eml150	100	90.29025478	39.36028871	97958	15988023	illumina	43387655	7166771202	28.51	414402	0.414402	236383.9943	38580950.38	0.005448186	0.00538331
AC-649-C23	TARA_123_sur5	100	14.10856866	0.201274818	436	73464	illumina	103616193	17840247397	28.51	414402	0.414402	1052.118474	177277.1367	1.02E-05	9.94E-06
AC-649-C23	TARA_124_eml120_a	100	67.79448349	5.562776486	13453	2151102	illumina	24335804	3937540501	28.51	414402	0.414402	32463.64641	5190858.152	0.001333987	0.0013183
AC-649-C23	TARA_124_eml120_b	100	72.62474392	10.04740656	24660	3941568	illumina	45076922	7293133964	28.51	414402	0.414402	59507.43481	9511459.887	0.001320131	0.001304166
AC-649-C23	TARA_124_sur5_a	100	3.894504211	0.050117915	99	16459	illumina	40674414	6779300446	28.51	414402	0.414402	238.8984609	39717.47241	5.87E-06	5.86E-06
AC-649-C23	TARA_124_sur5_b	100	4.220366414	0.049952302	102	16726	illumina	41680948	6945772056	28.51	414402	0.414402	246.1378082	40361.77432	5.91E-06	5.81E-06
AC-649-C23	TARA_125_eml140	100	86.29101728	19.60153767	48892	8233225	illumina	94488148	16096648777	28.51	414402	0.414402	117982.0561	19867725.06	0.001248644	0.001234277
AC-649-C23	TARA_125_sur5_a	100	2.374538975	0.028511519	50	8253	illumina	36090695	6100543349	28.51	414402	0.414402	120.6557883	19915.44442	3.34E-06	3.26E-06
AC-649-C23	TARA_125_sur5_b	100	2.205959517	0.025285189	44	7132	illumina	36741196	6209411198	28.51	414402	0.414402	106.1770937	17210.34165	2.89E-06	2.77E-06
AC-649-C23	TARA_132_meso550	100	85.40787445	15.23304778	40504	6425606	illumina	180517690	29064245644	28.51	414402	0.414402	97740.84102	15505731.15	0.000541447	0.000533498
AC-649-C23	TARA_133_dcm45	100	0.682094214	0.015068525	4	625	illumina	156572539	25951485598	28.51	414402	0.414402	9.652463067	1508.197354	6.16E-08	5.81E-08
AC-649-C23	TARA_137_dcm40	100	1.483353478	0.026788406	27	4365	illumina	45019438	7523392765	28.51	414402	0.414402	65.1541257	10533.25032	1.45E-06	1.40E-06
AC-649-C23	TARA_137_meso375_a	100	1.178728519	0.018928811	24	3699	illumina	47579735	7410374949	28.51	414402	0.414402	57.9147784	8926.115221	1.22E-06	1.20E-06
AC-649-C23	TARA_137_meso375_b	100	1.323900991	0.016097824	28	4296	illumina	47614661	7416505024	28.51	414402	0.414402	67.56724147	10366.74533	1.42E-06	1.40E-06
AC-649-C23	TARA_138_dcm60	100	2.439375849	0.136165195	30	5075	illumina	94451012	16526127236	28.51	414402	0.414402	72.393473	12246.56252	7.66E-07	7.41E-07
AC-649-C23	TARA_138_meso450_a	100	2.639396071	0.03742525	61	10215	illumina	37434280	6335980996	28.51	414402	0.414402	147.2000618	24649.97756	3.93E-06	3.89E-06
AC-649-C23	TARA_138_meso450_b	100	2.78416131	0.031125498	65	10770	illumina	37494866	6346350809	28.51	414402	0.414402	156.8525248	25989.25681	4.18E-06	4.10E-06
AC-649-C23	TARA_138_sur5	0	0	0	0	0	illumina	148956548	24515620092	28.51	414402	0.414402	0	0	0	0
AC-649-C23	TARA_142_dcm125	100	6.694230558	0.069589593	174	29210	illumina	129702398	22128603162	28.51	414402	0.414402	419.8821434	70487.11155	3.24E-06	3.19E-06
AC-649-C23	TARA_142_meso640	100	79.09774654	9.456703651	23334	3904923	illumina	137572626	23399274428	28.51	414402	0.414402	56307.6433	9423031.26	0.000409294	0.000402706
AC-649-C23	TARA_145_meso590	100	61.78862966	3.191102333	8147	1337484	illumina	145458355	24282809910	28.51	414402	0.414402	19659.65415	3227503.728	0.000135157	0.000132913
AC-649-C23	TARA_145_sur5	100	88.99618511	4.613407446	11274	1923598	illumina	101098116	17443667348	28.51	414402	0.414402	27205.46716	4641864.663	0.0002691	0.000266106
AC-649-C23	TARA_146_sur5	100	94.27935786	5.050726907	12496	2084899	illumina	149650203	25075871701	28.51	414402	0.414402	30154.29462	5031102.649	0.000201499	0.000200635
AC-649-C23	TARA_148b_meso250	100	98.43447249	27.71754103	71555	11878296	illumina	139942627	23450798350	28.51	414402	0.414402	172670.4987	28663703.36	0.001233866	0.001222291
AC-649-C23	TARA_149_meso740	100	86.6042193	13.41968617	34556	5592897	illumina	168362039	27617845794	28.51	414402	0.414402	83387.62844	13496307.93	0.000495288	0.000488681
AC-649-C23	TARA_152_meso800	100	79.89812489	7.704176514	18994	3173999	illumina	146744865	24917975360	28.51	414402	0.414402	45834.72087	7659227.031	0.000312343	0.000307378
AC-649-C23	TARA_152_sur5	100	53.76409469	1.635200469	4038	685855	illumina	109702890	18911511744	28.51	414402	0.414402	9744.161466	1655047.514	8.88E-05	8.75E-05
AC-728-G23	TARA_037_meso600	100	0.597646739	0.047021851	43	6239	illumina	138119151	22754587258	53.12	994084	0.994084	43.25590192	6276.129583	3.13E-07	2.76E-07
AC-728-G23	TARA_038_dcm25	0	0	0	0	0	illumina	141302282	23950322584	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_038_meso340	100	0.503637381	0.005001574	1	143	illumina	48385424	8135002325	53.12	994084	0.994084	1.005951207	143.8510226	2.08E-08	1.77E-08
AC-728-G23	TARA_038_sur5	0	0	0	0	0	illumina	82081994	13385266487	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_039_dcm25	0	0	0	0	0	illumina	111717200	19513424647	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_039_meso270	100	0.36723559	0.003637508	1	104	illumina	75320999	12548073144	53.12	994084	0.994084	1.005951207	104.6189256	1.34E-08	8.34E-09
AC-728-G23	TARA_056_meso480	100	0.530270458	0.006335803	10	1602	illumina	7843247	1344874326	53.12	994084	0.994084	10.05951207	1611.533834	1.28E-06	1.20E-06
AC-728-G23	TARA_056_sur5	0	0	0	0	0	illumina	152687351	23444662018	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_064_dcm65	0	0	0	0	0	illumina	55540498	9333215406	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_064_meso1000	100	12.63535542	0.192766038	957	155903	illumina	53130556	8833433215	53.12	994084	0.994084	962.6953054	156830.8111	1.81E-05	1.78E-05
AC-728-G23	TARA_064_sur5	100	0.216124789	0.003409262	4	679	illumina	180390803	29737694236	53.12	994084	0.994084	4.023804829	683.0408698	2.23E-08	2.30E-08
AC-728-G23	TARA_065_dcm30	100	0.605106291	0.017108379	25	3764	illumina	116376549	17034924575	53.12	994084	0.994084	25.14878018	3786.400344	2.16E-07	2.22E-07
AC-728-G23	TARA_065_meso850	100	47.99320362	1.215600341	6781	1098432	illumina	155155053	25486549814	53.12	994084	0.994084	6821.355137	1104968.997	4.40E-05	4.34E-05
AC-728-G23	TARA_065_sur5	100	0.420599713	0.006711358	17	2860	illumina	54078421	9129901435	53.12	994084	0.994084	17.10117052	2877.020453	3.16E-07	3.15E-07
AC-728-G23	TARA_068_dcm50	100	0.221137616	0.042529157	2	336	illumina	31643656	5296515678	53.12	994084	0.994084	2.011902415	337.9996057	6.36E-08	6.38E-08
AC-728-G23	TARA_068_meso700	100	6.132667802	0.109512964	610	96221	illumina	142556679	23108080669	53.12	994084	0.994084	613.6302365	96793.63112	4.30E-06	4.19E-06
AC-728-G23	TARA_068_sur5	100	0.779091851	0.013661617	2	359	illumina	36575555	6041514521	53.12	994084	0.994084	2.011902415	361.1364834	5.50E-08	5.98E-08
AC-728-G23	TARA_070_meso800	100	0.82255239	0.048218711	114	18027	illumina	93983693	15695870172	53.12	994084	0.994084	114.6784376	18134.28241	1.22E-06	1.16E-06
AC-728-G23	TARA_070_sur5	100	6.204906205	0.06159769	1	128	illumina	47683276	7832023665	53.12	994084	0.994084	1.005951207	128.7617545	2.11E-08	1.64E-08
AC-728-G23	TARA_072_dcm100	100	0.149773138	0.00148307	1	101	illumina	44872083	7471788986	53.12	994084	0.994084	1.005951207	101.6010719	2.24E-08	1.36E-08
AC-728-G23	TARA_072_meso800	100	0.563912419	0.016921056	34	5307	illumina	79019269	13213103814	53.12	994084	0.994084	34.20234105	5338.583057	4.33E-07	4.04E-07
AC-728-G23	TARA_072_sur5	0	0	0	0	0	illumina	145316423	24299611193	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_076_dcm150	0	0	0	0	0	illumina	134347028	21691680098	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_076_meso800	100	0.624919526	0.082163833	141	21840	illumina	158117154	26146280939	53.12	994084	0.994084	141.8391202	21969.97437	8.97E-07	8.40E-07
AC-728-G23	TARA_076_sur5	0	0	0	0	0	illumina	120202409	20779090899	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_078_dcm30	100	0.442660816	0.011214981	18	2927	illumina	119191753	19936478597	53.12	994084	0.994084	18.10712173	2944.419184	1.52E-07	1.48E-07
AC-728-G23	TARA_078_meso800	100	3.717804222	0.060606023	337	54732	illumina	112306318	18704213213	53.12	994084	0.994084	339.0055569	55057.72148	3.02E-06	2.94E-06
AC-728-G23	TARA_078_sur5	0	0	0	0	0	illumina	108109233	18314683605	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_085_dcm90	0	0	0	0	0	illumina	137365648	22760974137	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_085_meso790	100	0.689780601	0.094292058	82	13622	illumina	53916241	9042728173	53.12	994084	0.994084	82.487999	13703.06735	1.53E-06	1.52E-06
AC-728-G23	TARA_085_sur5	0	0	0	0	0	illumina	135557491	22075354517	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_098_dcm188	0	0	0	0	0	illumina	80654027	12718401274	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_098_meso488	100	5.932818964	0.11515805	530	88845	illumina	130074900	22116614177	53.12	994084	0.994084	533.1541399	89373.73502	4.10E-06	4.04E-06
AC-728-G23	TARA_098_sur5	0	0	0	0	0	illumina	58754158	9878421999	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_100_dcm50	0	0	0	0	0	illumina	97721533	16791532790	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_100_meso177	100	0.461281884	0.007321995	6	917	illumina	102820276	16954852299	53.12	994084	0.994084	6.035707244	922.4572571	5.87E-08	5.44E-08
AC-728-G23	TARA_100_sur5	0	0	0	0	0	illumina	80127198	13462086673	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_102_dcm40	0	0	0	0	0	illumina	107258179	18294105975	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_102_meso480	100	0.512126523	0.009134421	34	5149	illumina	43477634	7205571441	53.12	994084	0.994084	34.20234105	5179.642767	7.87E-07	7.19E-07
AC-728-G23	TARA_102_sur5	0	0	0	0	0	illumina	38887246	6713889375	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_109_dcm30	0	0	0	0	0	illumina	61935894	10500244075	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_109_meso380	100	5.737681806	0.101508578	463	77643	illumina	99309480	16993100177	53.12	994084	0.994084	465.755409	78105.06959	4.69E-06	4.60E-06
AC-728-G23	TARA_109_sur5	0	0	0	0	0	illumina	132166824	22552517702	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_110_dcm50	0	0	0	0	0	illumina	18372038	3073513779	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_110_meso380	100	1.375652176	0.02791726	101	15989	illumina	173735893	28577987883	53.12	994084	0.994084	101.6010719	16084.15385	5.85E-07	5.63E-07
AC-728-G23	TARA_110_sur5	0	0	0	0	0	illumina	148566602	24357936696	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_111_dcm90	0	0	0	0	0	illumina	27250868	4601869512	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_111_sur5	0	0	0	0	0	illumina	171989566	27809439741	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_112_dcm155	0	0	0	0	0	illumina	166203379	27843604685	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_112_meso696	100	0.782815362	0.017625597	57	9179	illumina	78872644	13436760795	53.12	994084	0.994084	57.33921882	9233.626132	7.27E-07	6.87E-07
AC-728-G23	TARA_112_sur5	0	0	0	0	0	illumina	176654942	28914336851	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_122_dcm115	0	0	0	0	0	illumina	120646849	20609375649	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_122_meso600a	100	1.948157317	0.044164868	116	19493	illumina	36981575	6358511239	53.12	994084	0.994084	116.6903401	19609.00688	3.16E-06	3.08E-06
AC-728-G23	TARA_122_meso600b	100	1.790305328	0.041240642	108	17998	illumina	37639227	6469731487	53.12	994084	0.994084	108.6427304	18105.10983	2.89E-06	2.80E-06
AC-728-G23	TARA_122_sur5	0	0	0	0	0	illumina	128494301	21643581950	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_123_eml150	100	1.548412387	0.025693225	81	13168	illumina	43387655	7166771202	53.12	994084	0.994084	81.48204779	13246.3655	1.88E-06	1.85E-06
AC-728-G23	TARA_123_sur5	0	0	0	0	0	illumina	103616193	17840247397	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_124_eml120_a	100	0.150826805	0.001736168	2	328	illumina	24335804	3937540501	53.12	994084	0.994084	2.011902415	329.951996	8.27E-08	8.38E-08
AC-728-G23	TARA_124_eml120_b	100	0.269396552	0.008640438	4	666	illumina	45076922	7293133964	53.12	994084	0.994084	4.023804829	669.9635041	8.93E-08	9.19E-08
AC-728-G23	TARA_124_sur5_a	0	0	0	0	0	illumina	40674414	6779300446	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_124_sur5_b	0	0	0	0	0	illumina	41680948	6945772056	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_125_eml140	100	0.316716147	0.005061706	10	1591	illumina	94488148	16096648777	53.12	994084	0.994084	10.05951207	1600.468371	1.06E-07	9.94E-08
AC-728-G23	TARA_125_sur5_a	0	0	0	0	0	illumina	36090695	6100543349	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_125_sur5_b	0	0	0	0	0	illumina	36741196	6209411198	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_132_meso550	100	4.478493482	0.132556819	636	98830	illumina	180517690	29064245644	53.12	994084	0.994084	639.7849679	99418.15782	3.54E-06	3.42E-06
AC-728-G23	TARA_133_dcm45	0	0	0	0	0	illumina	156572539	25951485598	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_137_dcm40	0	0	0	0	0	illumina	45019438	7523392765	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_137_meso375_a	100	0.533803626	0.015373635	18	2377	illumina	47579735	7410374949	53.12	994084	0.994084	18.10712173	2391.14602	3.81E-07	3.23E-07
AC-728-G23	TARA_137_meso375_b	100	0.574744318	0.018706761	21	2930	illumina	47614661	7416505024	53.12	994084	0.994084	21.12497535	2947.437038	4.44E-07	3.97E-07
AC-728-G23	TARA_138_dcm60	0	0	0	0	0	illumina	94451012	16526127236	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_138_meso450_a	100	0.325754481	0.023819642	13	1981	illumina	37434280	6335980996	53.12	994084	0.994084	13.0773657	1992.789342	3.49E-07	3.15E-07
AC-728-G23	TARA_138_meso450_b	100	0.273711316	0.011157456	8	1145	illumina	37494866	6346350809	53.12	994084	0.994084	8.047609659	1151.814132	2.15E-07	1.81E-07
AC-728-G23	TARA_138_sur5	0	0	0	0	0	illumina	148956548	24515620092	53.12	994084	0.994084	0	0	0	0
AC-728-G23	TARA_142_dcm125	100	0.385568714	0.022588413	14	2416	illumina	129702398	22128603162	53.12	994084	0.994084	14.0833169	2430.378117	1.09E-07	1.10E-07
AC-728-G23	TARA_142_meso640	100	56.47113279	1.074240201	6007	1015093	illumina	137572626	23399274428	53.12	994084	0.994084	6042.748903	1021134.029	4.39E-05	4.36E-05
AC-728-G23	TARA_145_meso590	100	0.907574187	0.124462268	360	57628	illumina	145458355	24282809910	53.12	994084	0.994084	362.1424346	57970.95618	2.49E-06	2.39E-06
AC-728-G23	TARA_145_sur5	100	7.953576801	0.099069486	503	85865	illumina	101098116	17443667348	53.12	994084	0.994084	505.9934573	86376.00042	5.00E-06	4.95E-06
AC-728-G23	TARA_146_sur5	100	17.20449044	0.22902563	1201	201110	illumina	149650203	25075871701	53.12	994084	0.994084	1208.1474	202306.8473	8.07E-06	8.07E-06
AC-728-G23	TARA_148b_meso250	100	92.27599055	7.095023161	41792	6960156	illumina	139942627	23450798350	53.12	994084	0.994084	42040.71286	7001577.331	0.000300414	0.000298565
AC-728-G23	TARA_149_meso740	100	84.86599743	2.989870057	17571	2863433	illumina	168362039	27617845794	53.12	994084	0.994084	17675.56866	2880473.883	0.000104985	0.000104298
AC-728-G23	TARA_152_meso800	100	75.80646621	1.956177287	11428	1928182	illumina	146744865	24917975360	53.12	994084	0.994084	11496.0104	1939657.011	7.83E-05	7.78E-05
AC-728-G23	TARA_152_sur5	100	0.340515289	0.011578261	15	2594	illumina	109702890	18911511744	53.12	994084	0.994084	15.08926811	2609.437432	1.38E-07	1.38E-07
