clip_name,label
train04406.aiff,0
train04407.aiff,0
train04408.aiff,0
train04409.aiff,0
train04410.aiff,0
train04411.aiff,0
train04412.aiff,0
train04413.aiff,0
train04414.aiff,0
train04415.aiff,0
train04416.aiff,0
train04417.aiff,0
train04418.aiff,0
train04419.aiff,0
train04420.aiff,0
train04421.aiff,0
train04422.aiff,0
train04423.aiff,0
train04424.aiff,0
train04425.aiff,0
train04426.aiff,0
train04427.aiff,0
train04428.aiff,0
train04429.aiff,0
train04430.aiff,0
train04431.aiff,0
train04432.aiff,0
train04433.aiff,1
train04434.aiff,0
train04435.aiff,0
train04436.aiff,0
train04437.aiff,0
train04438.aiff,0
train04439.aiff,0
train04440.aiff,0
train04441.aiff,0
train04442.aiff,0
train04443.aiff,0
train04444.aiff,0
train04445.aiff,0
train04446.aiff,0
train04447.aiff,0
train04448.aiff,0
train04449.aiff,0
train04450.aiff,1
train04451.aiff,1
train04452.aiff,1
train04453.aiff,1
train04454.aiff,1
train04455.aiff,1
train04456.aiff,1
train04457.aiff,0
train04458.aiff,0
train04459.aiff,0
train04460.aiff,0
train04461.aiff,0
train04462.aiff,0
train04463.aiff,0
train04464.aiff,0
train04465.aiff,0
train04466.aiff,0
train04467.aiff,0
train04468.aiff,0
train04469.aiff,0
train04470.aiff,0
train04471.aiff,0
train04472.aiff,0
train04473.aiff,0
train04474.aiff,0
train04475.aiff,0
train04476.aiff,0
train04477.aiff,0
train04478.aiff,0
train04479.aiff,0
train04480.aiff,0
train04481.aiff,0
train04482.aiff,0
train04483.aiff,1
train04484.aiff,1
train04485.aiff,1
train04486.aiff,0
train04487.aiff,0
train04488.aiff,0
train04489.aiff,0
train04490.aiff,0
train04491.aiff,0
train04492.aiff,0
train04493.aiff,0
train04494.aiff,0
train04495.aiff,0
train04496.aiff,0
train04497.aiff,0
train04498.aiff,0
train04499.aiff,0
train04500.aiff,0
train04501.aiff,0
train04502.aiff,0
train04503.aiff,0
train04504.aiff,0
train04505.aiff,0
train04506.aiff,0
train04507.aiff,0
train04508.aiff,0
train04509.aiff,0
train04510.aiff,0
train04511.aiff,0
train04512.aiff,0
train04513.aiff,0
train04514.aiff,0
train04515.aiff,0
train04516.aiff,0
train04517.aiff,1
train04518.aiff,1
train04519.aiff,1
train04520.aiff,0
train04521.aiff,0
train04522.aiff,0
train04523.aiff,0
train04524.aiff,0
train04525.aiff,0
train04526.aiff,1
train04527.aiff,1
train04528.aiff,0
train04529.aiff,0
train04530.aiff,0
train04531.aiff,0
train04532.aiff,0
train04533.aiff,0
train04534.aiff,0
train04535.aiff,0
train04536.aiff,0
train04537.aiff,0
train04538.aiff,0
train04539.aiff,0
train04540.aiff,0
train04541.aiff,0
train04542.aiff,0
train04543.aiff,0
train04544.aiff,0
train04545.aiff,0
train04546.aiff,1
train04547.aiff,1
train04548.aiff,1
train04549.aiff,0
train04550.aiff,0
train04551.aiff,0
train04552.aiff,0
train04553.aiff,0
train04554.aiff,0
train04555.aiff,0
train04556.aiff,0
train04557.aiff,0
train04558.aiff,0
train04559.aiff,0
train04560.aiff,0
train04561.aiff,0
train04562.aiff,0
train04563.aiff,0
train04564.aiff,0
train04565.aiff,0
train04566.aiff,0
train04567.aiff,0
train04568.aiff,0
train04569.aiff,0
train04570.aiff,0
train04571.aiff,0
train04572.aiff,0
train04573.aiff,0
train04574.aiff,0
train04575.aiff,0
train04576.aiff,0
train04577.aiff,0
train04578.aiff,0
train04579.aiff,0
train04580.aiff,0
train04581.aiff,0
train04582.aiff,0
train04583.aiff,0
train04584.aiff,0
train04585.aiff,0
train04586.aiff,0
train04587.aiff,0
train04588.aiff,0
train04589.aiff,0
train04590.aiff,0
train04591.aiff,0
train04592.aiff,0
train04593.aiff,0
train04594.aiff,0
train04595.aiff,0
train04596.aiff,0
train04597.aiff,0
train04598.aiff,1
train04599.aiff,0
train04600.aiff,0
train04601.aiff,1
train04602.aiff,0
train04603.aiff,1
train04604.aiff,0
train04605.aiff,0
train04606.aiff,0
train04607.aiff,0
train04608.aiff,0
train04609.aiff,0
train04610.aiff,1
train04611.aiff,1
train04612.aiff,0
train04613.aiff,0
train04614.aiff,0
train04615.aiff,0
train04616.aiff,1
train04617.aiff,1
train04618.aiff,0
train04619.aiff,0
train04620.aiff,0
train04621.aiff,0
train04622.aiff,0
train04623.aiff,0
train04624.aiff,0
train04625.aiff,0
train04626.aiff,0
train04627.aiff,0
train04628.aiff,1
train04629.aiff,1
train04630.aiff,1
train04631.aiff,0
train04632.aiff,0
train04633.aiff,0
train04634.aiff,0
train04635.aiff,0
train04636.aiff,0
train04637.aiff,0
train04638.aiff,1
train04639.aiff,1
train04640.aiff,1
train04641.aiff,1
train04642.aiff,1
train04643.aiff,1
train04644.aiff,1
train04645.aiff,0
train04646.aiff,1
train04647.aiff,1
train04648.aiff,1
train04649.aiff,1
train04650.aiff,0
train04651.aiff,1
train04652.aiff,0
train04653.aiff,0
train04654.aiff,1
train04655.aiff,1
train04656.aiff,0
train04657.aiff,0
train04658.aiff,0
train04659.aiff,0
train04660.aiff,0
train04661.aiff,0
train04662.aiff,0
train04663.aiff,0
train04664.aiff,0
train04665.aiff,0
train04666.aiff,0
train04667.aiff,0
train04668.aiff,0
train04669.aiff,0
train04670.aiff,0
train04671.aiff,0
train04672.aiff,0
train04673.aiff,0
train04674.aiff,0
train04675.aiff,0
train04676.aiff,0
train04677.aiff,0
train04678.aiff,0
train04679.aiff,0
train04680.aiff,0
train04681.aiff,1
train04682.aiff,0
train04683.aiff,0
train04684.aiff,0
train04685.aiff,0
train04686.aiff,0
train04687.aiff,1
train04688.aiff,1
train04689.aiff,1
train04690.aiff,1
train04691.aiff,1
train04692.aiff,1
train04693.aiff,1
train04694.aiff,0
train04695.aiff,1
train04696.aiff,1
train04697.aiff,1
train04698.aiff,1
train04699.aiff,1
train04700.aiff,1
train04701.aiff,1
train04702.aiff,0
train04703.aiff,0
train04704.aiff,1
train04705.aiff,0
train04706.aiff,0
train04707.aiff,0
train04708.aiff,0
train04709.aiff,0
train04710.aiff,0
train04711.aiff,1
train04712.aiff,1
train04713.aiff,0
train04714.aiff,1
train04715.aiff,1
train04716.aiff,1
train04717.aiff,1
train04718.aiff,1
train04719.aiff,1
train04720.aiff,1
train04721.aiff,1
train04722.aiff,1
train04723.aiff,1
train04724.aiff,0
train04725.aiff,1
train04726.aiff,0
train04727.aiff,0
train04728.aiff,1
train04729.aiff,1
train04730.aiff,1
train04731.aiff,1
train04732.aiff,1
train04733.aiff,1
train04734.aiff,1
train04735.aiff,0
train04736.aiff,1
train04737.aiff,0
train04738.aiff,0
train04739.aiff,0
train04740.aiff,1
train04741.aiff,1
train04742.aiff,0
train04743.aiff,1
train04744.aiff,0
train04745.aiff,0
train04746.aiff,1
train04747.aiff,1
train04748.aiff,0
train04749.aiff,0
train04750.aiff,0
train04751.aiff,1
train04752.aiff,0
train04753.aiff,0
train04754.aiff,0
train04755.aiff,0
train04756.aiff,0
train04757.aiff,0
train04758.aiff,0
train04759.aiff,1
train04760.aiff,1
train04761.aiff,1
train04762.aiff,1
train04763.aiff,1
train04764.aiff,1
train04765.aiff,1
train04766.aiff,0
train04767.aiff,1
train04768.aiff,1
train04769.aiff,1
train04770.aiff,1
train04771.aiff,1
train04772.aiff,1
train04773.aiff,1
train04774.aiff,1
train04775.aiff,1
train04776.aiff,0
train04777.aiff,1
train04778.aiff,1
train04779.aiff,1
train04780.aiff,1
train04781.aiff,1
train04782.aiff,1
train04783.aiff,1
train04784.aiff,1
train04785.aiff,0
train04786.aiff,0
train04787.aiff,0
train04788.aiff,1
train04789.aiff,0
train04790.aiff,1
train04791.aiff,1
train04792.aiff,1
train04793.aiff,1
train04794.aiff,1
train04795.aiff,0
train04796.aiff,1
train04797.aiff,1
train04798.aiff,0
train04799.aiff,1
train04800.aiff,1
train04801.aiff,0
train04802.aiff,1
train04803.aiff,0
train04804.aiff,1
train04805.aiff,1
train04806.aiff,1
train04807.aiff,1
train04808.aiff,1
train04809.aiff,0
train04810.aiff,0
train04811.aiff,0
train04812.aiff,0
train04813.aiff,0
train04814.aiff,0
train04815.aiff,1
train04816.aiff,1
train04817.aiff,0
train04818.aiff,0
train04819.aiff,0
train04820.aiff,1
train04821.aiff,0
train04822.aiff,1
train04823.aiff,0
train04824.aiff,0
train04825.aiff,1
train04826.aiff,1
train04827.aiff,1
train04828.aiff,1
train04829.aiff,1
train04830.aiff,1
train04831.aiff,1
train04832.aiff,1
train04833.aiff,1
train04834.aiff,1
train04835.aiff,1
train04836.aiff,1
train04837.aiff,0
train04838.aiff,0
train04839.aiff,0
train04840.aiff,0
train04841.aiff,1
train04842.aiff,1
train04843.aiff,1
train04844.aiff,1
train04845.aiff,1
train04846.aiff,1
train04847.aiff,1
train04848.aiff,1
train04849.aiff,1
train04850.aiff,1
train04851.aiff,0
train04852.aiff,0
train04853.aiff,1
train04854.aiff,1
train04855.aiff,1
train04856.aiff,1
train04857.aiff,1
train04858.aiff,1
train04859.aiff,1
train04860.aiff,1
train04861.aiff,0
train04862.aiff,1
train04863.aiff,1
train04864.aiff,1
train04865.aiff,1
train04866.aiff,0
train04867.aiff,1
train04868.aiff,0
train04869.aiff,1
train04870.aiff,1
train04871.aiff,1
train04872.aiff,0
train04873.aiff,1
train04874.aiff,1
train04875.aiff,1
train04876.aiff,1
train04877.aiff,1
train04878.aiff,1
train04879.aiff,1
train04880.aiff,1
train04881.aiff,1
train04882.aiff,1
train04883.aiff,0
train04884.aiff,1
train04885.aiff,1
train04886.aiff,1
train04887.aiff,1
train04888.aiff,1
train04889.aiff,1
train04890.aiff,1
train04891.aiff,1
train04892.aiff,1
train04893.aiff,1
train04894.aiff,1
train04895.aiff,1
train04896.aiff,1
train04897.aiff,1
train04898.aiff,1
train04899.aiff,1
train04900.aiff,1
train04901.aiff,1
train04902.aiff,1
train04903.aiff,1
train04904.aiff,1
train04905.aiff,1
train04906.aiff,1
train04907.aiff,1
train04908.aiff,1
train04909.aiff,1
train04910.aiff,1
train04911.aiff,1
train04912.aiff,1
train04913.aiff,1
train04914.aiff,1
train04915.aiff,1
train04916.aiff,1
train04917.aiff,1
train04918.aiff,1
train04919.aiff,1
train04920.aiff,1
train04921.aiff,1
train04922.aiff,1
train04923.aiff,1
train04924.aiff,1
train04925.aiff,1
train04926.aiff,0
train04927.aiff,0
train04928.aiff,0
train04929.aiff,1
train04930.aiff,1
train04931.aiff,1
train04932.aiff,1
train04933.aiff,1
train04934.aiff,1
train04935.aiff,1
train04936.aiff,1
train04937.aiff,0
train04938.aiff,1
train04939.aiff,1
train04940.aiff,0
train04941.aiff,1
train04942.aiff,1
train04943.aiff,1
train04944.aiff,1
train04945.aiff,1
train04946.aiff,1
train04947.aiff,1
train04948.aiff,1
train04949.aiff,1
train04950.aiff,1
train04951.aiff,0
train04952.aiff,0
train04953.aiff,0
train04954.aiff,1
train04955.aiff,1
train04956.aiff,1
train04957.aiff,0
train04958.aiff,1
train04959.aiff,1
train04960.aiff,1
train04961.aiff,1
train04962.aiff,1
train04963.aiff,1
train04964.aiff,1
train04965.aiff,1
train04966.aiff,1
train04967.aiff,1
train04968.aiff,1
train04969.aiff,1
train04970.aiff,1
train04971.aiff,1
train04972.aiff,1
train04973.aiff,1
train04974.aiff,1
train04975.aiff,1
train04976.aiff,1
train04977.aiff,1
train04978.aiff,1
train04979.aiff,1
train04980.aiff,1
train04981.aiff,1
train04982.aiff,0
train04983.aiff,1
train04984.aiff,0
train04985.aiff,1
train04986.aiff,1
train04987.aiff,1
train04988.aiff,1
train04989.aiff,1
train04990.aiff,0
train04991.aiff,1
train04992.aiff,0
train04993.aiff,0
train04994.aiff,1
train04995.aiff,1
train04996.aiff,0
train04997.aiff,1
train04998.aiff,1
train04999.aiff,1
train05000.aiff,1
train05001.aiff,1
train05002.aiff,0
train05003.aiff,1
train05004.aiff,0
train05005.aiff,0
train05006.aiff,0
train05007.aiff,0
train05008.aiff,1
train05009.aiff,1
train05010.aiff,1
train05011.aiff,1
train05012.aiff,0
train05013.aiff,1
train05014.aiff,1
train05015.aiff,0
train05016.aiff,0
train05017.aiff,0
train05018.aiff,1
train05019.aiff,1
train05020.aiff,1
train05021.aiff,0
train05022.aiff,1
train05023.aiff,1
train05024.aiff,1
train05025.aiff,1
train05026.aiff,0
train05027.aiff,0
train05028.aiff,0
train05029.aiff,1
train05030.aiff,0
train05031.aiff,1
train05032.aiff,1
train05033.aiff,1
train05034.aiff,0
train05035.aiff,0
train05036.aiff,1
train05037.aiff,1
train05038.aiff,1
train05039.aiff,1
train05040.aiff,0
train05041.aiff,0
train05042.aiff,0
train05043.aiff,0
train05044.aiff,0
train05045.aiff,1
train05046.aiff,0
train05047.aiff,0
train05048.aiff,1
train05049.aiff,1
train05050.aiff,1
train05051.aiff,0
train05052.aiff,0
train05053.aiff,0
train05054.aiff,0
train05055.aiff,1
train05056.aiff,0
train05057.aiff,1
train05058.aiff,1
train05059.aiff,0
train05060.aiff,1
train05061.aiff,0
train05062.aiff,0
train05063.aiff,0
train05064.aiff,1
train05065.aiff,0
train05066.aiff,1
train05067.aiff,0
train05068.aiff,1
train05069.aiff,1
train05070.aiff,0
train05071.aiff,0
train05072.aiff,1
train05073.aiff,0
train05074.aiff,1
train05075.aiff,1
train05076.aiff,1
train05077.aiff,0
train05078.aiff,0
train05079.aiff,1
train05080.aiff,1
train05081.aiff,1
train05082.aiff,1
train05083.aiff,0
train05084.aiff,0
train05085.aiff,1
train05086.aiff,0
train05087.aiff,0
train05088.aiff,0
train05089.aiff,1
train05090.aiff,0
train05091.aiff,0
train05092.aiff,0
train05093.aiff,0
train05094.aiff,0
train05095.aiff,0
train05096.aiff,1
train05097.aiff,0
train05098.aiff,0
train05099.aiff,0
train05100.aiff,1
train05101.aiff,1
train05102.aiff,1
train05103.aiff,0
train05104.aiff,1
train05105.aiff,1
train05106.aiff,0
train05107.aiff,0
train05108.aiff,0
train05109.aiff,0
train05110.aiff,0
train05111.aiff,0
train05112.aiff,0
train05113.aiff,0
train05114.aiff,0
train05115.aiff,0
train05116.aiff,0
train05117.aiff,0
train05118.aiff,0
train05119.aiff,0
train05120.aiff,0
train05121.aiff,0
train05122.aiff,0
train05123.aiff,0
train05124.aiff,0
train05125.aiff,0
train05126.aiff,0
train05127.aiff,0
train05128.aiff,0
train05129.aiff,0
train05130.aiff,0
train05131.aiff,0
train05132.aiff,0
train05133.aiff,0
train05134.aiff,0
train05135.aiff,0
train05136.aiff,0
train05137.aiff,0
train05138.aiff,0
train05139.aiff,0
train05140.aiff,0
train05141.aiff,1
train05142.aiff,0
train05143.aiff,0
train05144.aiff,0
train05145.aiff,0
train05146.aiff,0
train05147.aiff,0
train05148.aiff,0
train05149.aiff,0
train05150.aiff,0
train05151.aiff,0
train05152.aiff,0
train05153.aiff,0
train05154.aiff,0
train05155.aiff,0
train05156.aiff,0
train05157.aiff,0
train05158.aiff,0
train05159.aiff,0
train05160.aiff,0
train05161.aiff,0
train05162.aiff,0
train05163.aiff,0
train05164.aiff,0
train05165.aiff,0
train05166.aiff,0
train05167.aiff,0
train05168.aiff,0
train05169.aiff,0
train05170.aiff,0
train05171.aiff,0
train05172.aiff,0
train05173.aiff,0
train05174.aiff,0
train05175.aiff,0
train05176.aiff,0
train05177.aiff,0
train05178.aiff,0
train05179.aiff,1
train05180.aiff,0
train05181.aiff,0
train05182.aiff,0
train05183.aiff,0
train05184.aiff,0
train05185.aiff,1
train05186.aiff,1
train05187.aiff,1
train05188.aiff,0
train05189.aiff,0
train05190.aiff,0
train05191.aiff,0
train05192.aiff,0
train05193.aiff,0
train05194.aiff,0
train05195.aiff,0
train05196.aiff,0
train05197.aiff,0
train05198.aiff,0
train05199.aiff,0
train05200.aiff,1
train05201.aiff,1
train05202.aiff,0
train05203.aiff,0
train05204.aiff,0
train05205.aiff,0
train05206.aiff,0
train05207.aiff,0
train05208.aiff,1
train05209.aiff,1
train05210.aiff,0
train05211.aiff,0
train05212.aiff,1
train05213.aiff,0
train05214.aiff,1
train05215.aiff,0
train05216.aiff,0
train05217.aiff,0
train05218.aiff,0
train05219.aiff,0
train05220.aiff,0
train05221.aiff,0
train05222.aiff,1
train05223.aiff,1
train05224.aiff,1
train05225.aiff,1
train05226.aiff,0
train05227.aiff,0
train05228.aiff,0
train05229.aiff,0
train05230.aiff,0
train05231.aiff,1
train05232.aiff,0
train05233.aiff,0
train05234.aiff,1
train05235.aiff,1
train05236.aiff,1
train05237.aiff,1
train05238.aiff,1
train05239.aiff,0
train05240.aiff,1
train05241.aiff,0
train05242.aiff,0
train05243.aiff,0
train05244.aiff,0
train05245.aiff,0
train05246.aiff,0
train05247.aiff,0
train05248.aiff,0
train05249.aiff,1
train05250.aiff,0
train05251.aiff,1
train05252.aiff,0
train05253.aiff,1
train05254.aiff,1
train05255.aiff,1
train05256.aiff,1
train05257.aiff,1
train05258.aiff,1
train05259.aiff,1
train05260.aiff,1
train05261.aiff,0
train05262.aiff,1
train05263.aiff,1
train05264.aiff,1
train05265.aiff,0
train05266.aiff,0
train05267.aiff,0
train05268.aiff,1
train05269.aiff,0
train05270.aiff,0
train05271.aiff,1
train05272.aiff,0
train05273.aiff,1
train05274.aiff,0
train05275.aiff,1
train05276.aiff,0
train05277.aiff,0
train05278.aiff,1
train05279.aiff,0
train05280.aiff,1
train05281.aiff,1
train05282.aiff,0
train05283.aiff,1
train05284.aiff,0
train05285.aiff,0
train05286.aiff,1
train05287.aiff,0
train05288.aiff,0
train05289.aiff,0
train05290.aiff,1
train05291.aiff,1
train05292.aiff,0
train05293.aiff,0
train05294.aiff,0
train05295.aiff,0
train05296.aiff,1
train05297.aiff,0
train05298.aiff,1
train05299.aiff,0
train05300.aiff,1
train05301.aiff,0
train05302.aiff,1
train05303.aiff,1
train05304.aiff,0
train05305.aiff,1
train05306.aiff,0
train05307.aiff,1
train05308.aiff,0
train05309.aiff,1
train05310.aiff,0
train05311.aiff,1
train05312.aiff,0
train05313.aiff,0
train05314.aiff,1
train05315.aiff,1
train05316.aiff,1
train05317.aiff,1
train05318.aiff,1
train05319.aiff,1
train05320.aiff,0
train05321.aiff,1
train05322.aiff,0
train05323.aiff,0
train05324.aiff,1
train05325.aiff,0
train05326.aiff,0
train05327.aiff,0
train05328.aiff,1
train05329.aiff,1
train05330.aiff,1
train05331.aiff,0
train05332.aiff,0
train05333.aiff,0
train05334.aiff,0
train05335.aiff,1
train05336.aiff,1
train05337.aiff,0
train05338.aiff,0
train05339.aiff,1
train05340.aiff,0
train05341.aiff,0
train05342.aiff,1
train05343.aiff,1
train05344.aiff,1
train05345.aiff,0
train05346.aiff,1
train05347.aiff,0
train05348.aiff,0
train05349.aiff,0
train05350.aiff,1
train05351.aiff,0
train05352.aiff,1
train05353.aiff,1
train05354.aiff,0
train05355.aiff,0
train05356.aiff,0
train05357.aiff,0
train05358.aiff,0
train05359.aiff,0
train05360.aiff,1
train05361.aiff,1
train05362.aiff,1
train05363.aiff,1
train05364.aiff,0
train05365.aiff,1
train05366.aiff,0
train05367.aiff,1
train05368.aiff,1
train05369.aiff,1
train05370.aiff,0
train05371.aiff,1
train05372.aiff,1
train05373.aiff,1
train05374.aiff,1
train05375.aiff,0
train05376.aiff,1
train05377.aiff,1
train05378.aiff,1
train05379.aiff,1
train05380.aiff,1
train05381.aiff,1
train05382.aiff,0
train05383.aiff,0
train05384.aiff,0
train05385.aiff,0
train05386.aiff,0
train05387.aiff,0
train05388.aiff,0
train05389.aiff,0
train05390.aiff,1
train05391.aiff,0
train05392.aiff,0
train05393.aiff,1
train05394.aiff,1
train05395.aiff,1
train05396.aiff,0
train05397.aiff,1
train05398.aiff,0
train05399.aiff,0
train05400.aiff,0
train05401.aiff,0
train05402.aiff,0
train05403.aiff,0
train05404.aiff,1
train05405.aiff,1
train05406.aiff,0
train05407.aiff,1
train05408.aiff,0
train05409.aiff,0
train05410.aiff,0
train05411.aiff,1
train05412.aiff,1
train05413.aiff,1
train05414.aiff,0
train05415.aiff,0
train05416.aiff,1
train05417.aiff,1
train05418.aiff,1
train05419.aiff,0
train05420.aiff,0
train05421.aiff,1
train05422.aiff,0
train05423.aiff,0
train05424.aiff,1
train05425.aiff,0
train05426.aiff,0
train05427.aiff,0
train05428.aiff,1
train05429.aiff,0
train05430.aiff,0
train05431.aiff,0
train05432.aiff,0
train05433.aiff,0
train05434.aiff,1
train05435.aiff,0
train05436.aiff,0
train05437.aiff,0
train05438.aiff,0
train05439.aiff,0
train05440.aiff,0
train05441.aiff,0
train05442.aiff,0
train05443.aiff,0
train05444.aiff,0
train05445.aiff,0
train05446.aiff,1
train05447.aiff,0
train05448.aiff,0
train05449.aiff,0
train05450.aiff,0
train05451.aiff,1
train05452.aiff,0
train05453.aiff,0
train05454.aiff,0
train05455.aiff,0
train05456.aiff,0
train05457.aiff,1
train05458.aiff,1
train05459.aiff,0
train05460.aiff,0
train05461.aiff,0
train05462.aiff,0
train05463.aiff,0
train05464.aiff,0
train05465.aiff,0
train05466.aiff,0
train05467.aiff,1
train05468.aiff,1
train05469.aiff,1
train05470.aiff,1
train05471.aiff,1
train05472.aiff,1
train05473.aiff,1
train05474.aiff,0
train05475.aiff,1
train05476.aiff,1
train05477.aiff,1
train05478.aiff,1
train05479.aiff,1
train05480.aiff,0
train05481.aiff,0
train05482.aiff,1
train05483.aiff,0
train05484.aiff,0
train05485.aiff,1
train05486.aiff,0
train05487.aiff,0
train05488.aiff,0
train05489.aiff,1
train05490.aiff,1
train05491.aiff,0
train05492.aiff,0
train05493.aiff,0
train05494.aiff,0
train05495.aiff,0
train05496.aiff,0
train05497.aiff,0
train05498.aiff,0
train05499.aiff,1
train05500.aiff,1
train05501.aiff,0
train05502.aiff,0
train05503.aiff,0
train05504.aiff,0
train05505.aiff,0
train05506.aiff,0
train05507.aiff,0
train05508.aiff,0
train05509.aiff,1
train05510.aiff,1
train05511.aiff,1
train05512.aiff,1
train05513.aiff,0
train05514.aiff,0
train05515.aiff,1
train05516.aiff,1
train05517.aiff,0
train05518.aiff,1
train05519.aiff,1
train05520.aiff,0
train05521.aiff,1
train05522.aiff,1
train05523.aiff,0
train05524.aiff,0
train05525.aiff,1
train05526.aiff,0
train05527.aiff,0
train05528.aiff,0
train05529.aiff,0
train05530.aiff,1
train05531.aiff,1
train05532.aiff,1
train05533.aiff,1
train05534.aiff,1
train05535.aiff,0
train05536.aiff,0
train05537.aiff,1
train05538.aiff,0
train05539.aiff,0
train05540.aiff,1
train05541.aiff,0
train05542.aiff,0
train05543.aiff,0
train05544.aiff,0
train05545.aiff,1
train05546.aiff,1
train05547.aiff,1
train05548.aiff,0
train05549.aiff,0
train05550.aiff,0
train05551.aiff,0
train05552.aiff,0
train05553.aiff,0
train05554.aiff,0
train05555.aiff,0
train05556.aiff,1
train05557.aiff,0
train05558.aiff,1
train05559.aiff,1
train05560.aiff,0
train05561.aiff,0
train05562.aiff,0
train05563.aiff,0
train05564.aiff,1
train05565.aiff,1
train05566.aiff,0
train05567.aiff,0
train05568.aiff,0
train05569.aiff,1
train05570.aiff,0
train05571.aiff,0
train05572.aiff,0
train05573.aiff,1
train05574.aiff,1
train05575.aiff,1
train05576.aiff,1
train05577.aiff,1
train05578.aiff,1
train05579.aiff,1
train05580.aiff,1
train05581.aiff,1
train05582.aiff,1
train05583.aiff,1
train05584.aiff,1
train05585.aiff,0
train05586.aiff,0
train05587.aiff,0
train05588.aiff,0
train05589.aiff,1
train05590.aiff,1
train05591.aiff,1
train05592.aiff,0
train05593.aiff,1
train05594.aiff,1
train05595.aiff,1
train05596.aiff,1
train05597.aiff,0
train05598.aiff,0
train05599.aiff,0
train05600.aiff,0
train05601.aiff,0
train05602.aiff,0
train05603.aiff,0
train05604.aiff,0
train05605.aiff,0
train05606.aiff,0
train05607.aiff,0
train05608.aiff,0
train05609.aiff,0
train05610.aiff,0
train05611.aiff,0
train05612.aiff,0
train05613.aiff,1
train05614.aiff,0
train05615.aiff,0
train05616.aiff,0
train05617.aiff,0
train05618.aiff,0
train05619.aiff,1
train05620.aiff,0
train05621.aiff,0
train05622.aiff,0
train05623.aiff,0
train05624.aiff,0
train05625.aiff,0
train05626.aiff,0
train05627.aiff,0
train05628.aiff,0
train05629.aiff,1
train05630.aiff,0
train05631.aiff,0
train05632.aiff,0
train05633.aiff,0
train05634.aiff,0
train05635.aiff,0
train05636.aiff,1
train05637.aiff,1
train05638.aiff,0
train05639.aiff,0
train05640.aiff,0
train05641.aiff,0
train05642.aiff,0
train05643.aiff,0
train05644.aiff,0
train05645.aiff,0
train05646.aiff,0
train05647.aiff,0
train05648.aiff,0
train05649.aiff,0
train05650.aiff,0
train05651.aiff,0
train05652.aiff,0
train05653.aiff,0
train05654.aiff,0
train05655.aiff,1
train05656.aiff,1
train05657.aiff,1
train05658.aiff,0
train05659.aiff,0
train05660.aiff,0
train05661.aiff,0
train05662.aiff,0
train05663.aiff,0
train05664.aiff,0
train05665.aiff,0
train05666.aiff,0
train05667.aiff,0
train05668.aiff,0
train05669.aiff,1
train05670.aiff,0
train05671.aiff,0
train05672.aiff,1
train05673.aiff,1
train05674.aiff,0
train05675.aiff,0
train05676.aiff,0
train05677.aiff,0
train05678.aiff,0
train05679.aiff,0
train05680.aiff,0
train05681.aiff,0
train05682.aiff,0
train05683.aiff,0
train05684.aiff,1
train05685.aiff,0
train05686.aiff,0
train05687.aiff,0
train05688.aiff,0
train05689.aiff,0
train05690.aiff,0
train05691.aiff,0
train05692.aiff,0
train05693.aiff,0
train05694.aiff,0
train05695.aiff,0
train05696.aiff,0
train05697.aiff,0
train05698.aiff,0
train05699.aiff,0
train05700.aiff,0
train05701.aiff,0
train05702.aiff,0
train05703.aiff,0
train05704.aiff,0
train05705.aiff,0
train05706.aiff,0
train05707.aiff,0
train05708.aiff,0
train05709.aiff,0
train05710.aiff,1
train05711.aiff,0
train05712.aiff,0
train05713.aiff,0
train05714.aiff,0
train05715.aiff,0
train05716.aiff,0
train05717.aiff,0
train05718.aiff,0
train05719.aiff,0
train05720.aiff,0
train05721.aiff,0
train05722.aiff,0
train05723.aiff,0
train05724.aiff,0
train05725.aiff,0
train05726.aiff,0
train05727.aiff,0
train05728.aiff,0
train05729.aiff,0
train05730.aiff,0
train05731.aiff,0
train05732.aiff,0
train05733.aiff,0
train05734.aiff,0
train05735.aiff,0
train05736.aiff,0
train05737.aiff,0
train05738.aiff,0
train05739.aiff,0
train05740.aiff,0
train05741.aiff,0
train05742.aiff,0
train05743.aiff,0
train05744.aiff,0
train05745.aiff,0
train05746.aiff,0
train05747.aiff,0
train05748.aiff,0
train05749.aiff,0
train05750.aiff,0
train05751.aiff,0
train05752.aiff,0
train05753.aiff,0
train05754.aiff,0
train05755.aiff,0
train05756.aiff,0
train05757.aiff,0
train05758.aiff,0
train05759.aiff,0
train05760.aiff,0
train05761.aiff,0
train05762.aiff,0
train05763.aiff,0
train05764.aiff,0
train05765.aiff,0
train05766.aiff,0
train05767.aiff,0
train05768.aiff,0
train05769.aiff,0
train05770.aiff,0
train05771.aiff,0
train05772.aiff,0
train05773.aiff,0
train05774.aiff,0
train05775.aiff,0
train05776.aiff,0
train05777.aiff,0
train05778.aiff,0
train05779.aiff,0
train05780.aiff,0
train05781.aiff,0
train05782.aiff,0
train05783.aiff,0
train05784.aiff,0
train05785.aiff,0
train05786.aiff,0
train05787.aiff,0
train05788.aiff,0
train05789.aiff,0
train05790.aiff,0
train05791.aiff,0
train05792.aiff,0
train05793.aiff,0
train05794.aiff,0
train05795.aiff,1
train05796.aiff,1
train05797.aiff,0
train05798.aiff,1
train05799.aiff,0
train05800.aiff,1
train05801.aiff,1
train05802.aiff,1
train05803.aiff,0
train05804.aiff,1
